case_id,slide_id,embedding_path,embedding_model,file_id
TCGA-AG-3725,TCGA-AG-3725-01Z-00-DX1.86CF8220-F410-49E4-A840-E42AE8C5D8B2,/home/kkkim/project/BioProject02/experiments/crosscancer/COLORECTAL/full/embeddings/TCGA-AG-3725-01Z-00-DX1.86CF8220-F410-49E4-A840-E42AE8C5D8B2_uni_embeddings.npy,uni,2cd68fa7-8178-478f-bd58-aeaa0fe42380
TCGA-AA-3489,TCGA-AA-3489-01Z-00-DX1.AE299B70-B14C-4FFE-B1F9-38B2EB267FA9,/home/kkkim/project/BioProject02/experiments/crosscancer/COLORECTAL/full/embeddings/TCGA-AA-3489-01Z-00-DX1.AE299B70-B14C-4FFE-B1F9-38B2EB267FA9_uni_embeddings.npy,uni,35c1e23c-8adb-4a7f-865f-be1d6e10b3ef
TCGA-AG-3591,TCGA-AG-3591-01Z-00-DX1.C06D77F2-D55E-433E-A84D-41E6273C8C61,/home/kkkim/project/BioProject02/experiments/crosscancer/COLORECTAL/full/embeddings/TCGA-AG-3591-01Z-00-DX1.C06D77F2-D55E-433E-A84D-41E6273C8C61_uni_embeddings.npy,uni,82c5f12b-1a92-4d33-8f5d-7a703bcd4ef9
TCGA-AG-3732,TCGA-AG-3732-01Z-00-DX1.5EC57511-2B19-4005-BCA0-333C387C66E6,/home/kkkim/project/BioProject02/experiments/crosscancer/COLORECTAL/full/embeddings/TCGA-AG-3732-01Z-00-DX1.5EC57511-2B19-4005-BCA0-333C387C66E6_uni_embeddings.npy,uni,0f4229c7-5a59-41d4-aecf-50388c12336d
TCGA-AG-3742,TCGA-AG-3742-01Z-00-DX1.E662D7A7-1022-4120-BCB8-845732E07D63,/home/kkkim/project/BioProject02/experiments/crosscancer/COLORECTAL/full/embeddings/TCGA-AG-3742-01Z-00-DX1.E662D7A7-1022-4120-BCB8-845732E07D63_uni_embeddings.npy,uni,7d2955fd-c31d-4e26-93b0-a9e38195cf7e
TCGA-AA-3488,TCGA-AA-3488-01Z-00-DX1.EDF60198-F7AB-45BB-9A1B-C2E2FA141989,/home/kkkim/project/BioProject02/experiments/crosscancer/COLORECTAL/full/embeddings/TCGA-AA-3488-01Z-00-DX1.EDF60198-F7AB-45BB-9A1B-C2E2FA141989_uni_embeddings.npy,uni,b8085eff-8407-4fd5-b2ba-70fa649aa07d
TCGA-AA-3713,TCGA-AA-3713-01Z-00-DX1.8148ACEB-7C1E-4D29-B908-F3729657EA4F,/home/kkkim/project/BioProject02/experiments/crosscancer/COLORECTAL/full/embeddings/TCGA-AA-3713-01Z-00-DX1.8148ACEB-7C1E-4D29-B908-F3729657EA4F_uni_embeddings.npy,uni,a72573a6-2462-4185-b4e8-a081c95d8fd7
TCGA-AA-3712,TCGA-AA-3712-01Z-00-DX1.00E0ACE2-8CC5-4063-9C65-3CDD7F21B189,/home/kkkim/project/BioProject02/experiments/crosscancer/COLORECTAL/full/embeddings/TCGA-AA-3712-01Z-00-DX1.00E0ACE2-8CC5-4063-9C65-3CDD7F21B189_uni_embeddings.npy,uni,3962ba26-19f7-46be-af73-e39b37a51c64
TCGA-AA-3496,TCGA-AA-3496-01Z-00-DX1.B109A6F3-02E0-4181-B69A-00CBA758C074,/home/kkkim/project/BioProject02/experiments/crosscancer/COLORECTAL/full/embeddings/TCGA-AA-3496-01Z-00-DX1.B109A6F3-02E0-4181-B69A-00CBA758C074_uni_embeddings.npy,uni,efd81ef1-0260-4e2c-ad3e-64733b3072a2
TCGA-AA-3660,TCGA-AA-3660-01Z-00-DX1.CCD0F50D-9991-4CC2-AC77-AD1F78D8CFEB,/home/kkkim/project/BioProject02/experiments/crosscancer/COLORECTAL/full/embeddings/TCGA-AA-3660-01Z-00-DX1.CCD0F50D-9991-4CC2-AC77-AD1F78D8CFEB_uni_embeddings.npy,uni,1ca35a8e-3911-4247-a906-832f3223e192
